skz;name;plz;ort;strasse;tel;mail_vw;url_hp;art;
317036;Bundesgymnasium und Bundesrealgymnasium Perchtoldsdorf;2380;Perchtoldsdorf;Roseggergasse 2-4;01/8694728-0;bg.perchtoldsdorf@noeschule.at;www.bgperchtoldsdorf.ac.at;AHS GYM;
317041;Volksschule Brunn am Gebirge;2345;Brunn am Gebirge;Wiener Straße 23;02236/32960;vs.brunn-gebirge@noeschule.at;www.vsbrunn-gebirge.ac.at/;APS $VS;
317042;Neue Niederösterreichische Mittelschule Hinterbrühl;2371;Hinterbrühl;Gaadner Straße 36a;02236/26363;317042@noeschule.at;www.ims-hinterbruehl.at;APS $HS NMS;
317043;Allgemeine Sonderschule Perchtoldsdorf;2380;Perchtoldsdorf;Beatrixgasse 5A;01/8658042;aso.perchtoldsdorf@noeschule.at;www.spzperchtoldsdorf.ac.at;APS $AS SPZ;
317046;Bundesrealgymnasium unter bes. Berücksichtigung d. sportlichen Ausbildung, Maria Enzersdorf;2344;Maria Enzersdorf;Giesshübler Straße 37;02236/46742-0;brg.maria-enzersdorf@noeschule.at;www.sportgymnasium.at;AHS GYM ORG;
317051;Volksschule Gaaden;2531;Gaaden bei Mödling;Schulgasse 1;02237/833 3;317051@noeschule.at;www.vsgaaden.ac.at;APS $VS;
317053;Landessonderschule Hinterbrühl;2371;Hinterbrühl;Urlaubskreuzstraße 15;02236/44183-361;317053@noeschule.at;www.lsshinterbruehl.ac.at;APS $AS;
317056;Liese Prokop Privatschule für Hochleistungssportler;2344;Maria Enzersdorf;Liese Prokop Platz 1;02236 / 26 833 - 601;gym.maria-enzersdorf@noeschule.at;www.lpps.at;AHS BBS ORG K$S KMS KHS;
317062;Neue Niederösterreichische Mittelschule Mödling, Lerchengasse;2340;Mödling;Lerchengasse 18;02236/23514-10;hs.moedling-lerchengasse@noeschule.at;www.esm-mödling.at;APS $HS NMS;
317066;Privates Oberstufenrealgymnasium der Marktgemeinde Guntramsdorf;2353;Guntramsdorf;Sportplatzstraße 15;0664 413 6009;org.guntramsdorf@noeschule.at;in Arbeit;AHS ORG;
317071;Volksschule Gumpoldskirchen;2352;Gumpoldskirchen;Schulgasse 21;02252/62 9 75;vs.gumpoldskirchen@noeschule.at;www.vsgumpoldskirchen.ac.at;APS $VS;
317072;Neue Niederösterreichische Mittelschule Mödling, Jakob Thoma-Straße;2340;Mödling;Jakob Thoma-Straße 20;02236/22543-1;317072@noeschule.at;www.nms-thoma.ac.at;APS $HS NMS;
317081;Volksschule Guntramsdorf, Hauptstraße;2353;Guntramsdorf;Hauptstraße 35;02236/ 506 0 13-141;317081@noeschule.at;www.vsguntramsdorf-hauptstr.ac.at;APS $VS;
317082;Neue Niederösterreichische Mittelschule Perchtoldsdorf;2380;Perchtoldsdorf;Roseggergasse 2 - 6;01/869 04 73;317082@noeschule.at;www.mittelschule-perchtoldsdorf.at;APS $HS NMS;
317091;Volksschule Guntramsdorf, Dr. Karl Renner-Straße;2353;Guntramsdorf;Dr. Karl Renner-Straße 27;02236/473 50;vs.guntramsdorf-rennerstrasse@noeschule.at;www.vsguntramsdorf-rennerstr.ac.at/;APS $VS;
317101;Volksschule Hinterbrühl;2371;Hinterbrühl;Beethovengasse 4;02236/263 87;vs.hinterbruehl@noeschule.at;www.vshinterbruehl.ac.at;APS $VS;
317111;Volksschule Kaltenleutgeben;2391;Kaltenleutgeben;Hauptstraße 76;02238/77588 oder 02238/77588DW.12;vs.kaltenleutgeben@noeschule.at;www.vskaltenleutgeben.ac.at;APS $VS;
317122;"Privatschule ""Evangelische Schule für ganzheitliches Lernen für 10- bis 15-Jährige - Erlebnisschule"" des Evangelischen Schulwerks A.B. Wien, Maria Enzersdorf";2340;Mödling;Grenzgasse 111, Objekt 9/3;02236 / 205811;phs.moedling-erlebnisschule@noeschule.at;www.erlebnisschule.net;APS $HS STS;
317131;Volksschule Laxenburg;2361;Laxenburg;Martin Ebner-Gasse 10;02236/71119;vs.laxenburg@noeschule.at;www.vslaxenburg.ac.at;APS $VS;
317132;Libo-Montessori-Schule 10-15 jährige;2344;Maria Enzersdorf;Barmhartstalweg 13;0664/3325314;phs.moedling-libo-montessori@noeschule.at;;APS $HS;
317141;Volksschule Maria Enzersdorf, Schulplatz;2344;Maria Enzersdorf;Schulplatz 2;02236/24133;vs.maria-enzersdorf-schulplatz@noeschule.at;www.vsmaria-enzersdorf.ac.at/schulplatz;APS $VS;
317151;Volksschule Maria Enzersdorf, Südstadt;2344;Maria Enzersdorf;Theißplatz 2;02236/44169;vs.maria-enzersdorf-suedstadt@noeschule.at;www.vssuedstadt.ac.at;APS $VS;
317161;Volksschule Mödling, Babenbergergasse;2340;Mödling;Babenbergergasse 18-20;02236/22114 oder 02236/42398 DW30;317161@noeschule.at;www.vsmoedling-babenberger.ac.at;APS $VS;
317171;Volksschule Mödling, Lerchengasse;2340;Mödling;Lerchengasse 35;02236/22115;vs.moedling-lerchengasse@noeschule.at;http://www.vslerchengasse.at/;APS $VS;
317181;Volksschule Mödling, Hyrtlplatz;2340;Mödling;Hyrtlplatz 2;02236/23248-11;vs.moedling-hyrtlplatz@noeschule.at;www.vshyrtlplatz.at;APS $VS;
317191;Volksschule Münchendorf;2482;Münchendorf;Sportplatzstraße 5;02259/2286;vs.muenchendorf@noeschule.at;vsmuenchendorf.ac.at;APS $VS;
317201;Volksschule Perchtoldsdorf, Roseggergasse;2380;Perchtoldsdorf;Roseggergasse 2-6;01/8693528;vs.perchtoldsdorf-roseggergasse@noeschule.at;www.vsperchtoldsdorf.ac.at;APS $VS;
317211;Volksschule Wienerwald, Sittendorf;2393;Sittendorf bei Wien;Gaadner Straße 24;02237/7639-1;vs.wienerwald-sittendorf@noeschule.at;www.vswienerwald.ac.at;APS $VS;
317231;Volksschule Vösendorf;2331;Vösendorf;Kirchenplatz 2;01/699 15 85;vs.voesendorf@noeschule.at;www.vsvoesendorf.ac.at;APS $VS;
317241;Volksschule Wiener Neudorf;2351;Wiener Neudorf;Europaplatz 6;02236/61122;vs.wr-neudorf@noeschule.at;www.vswr-neudorf.ac.at;APS $VS;
317251;Volksschule Perchtoldsdorf, Sebastian Kneipp-Gasse;2380;Perchtoldsdorf;Sebastian Kneipp-Gasse 20-26;01/869 23 10;317251@noeschule.at;www.vsperchtoldsdorf.ac.at;APS $VS;
317261;Private Volksschule Maria Enzersdorf der Erzdiözese Wien;2344;Maria Enzersdorf;Gießhübler Straße 41;02236/26122;pvs.maria-enzersdorf@noeschule.at;www.sme.ac.at;APS $VS;
317281;Volksschule Mödling, Pfandlbrunngasse;2340;Mödling;Pfandlbrunngasse 2;02236/42398- DW 14 Konferenzz.,DW 30 Direktion;vs.moedling-pfandlbrunngasse@noeschule.at;www.stinglvs.at/;APS $VS;
317321;"Privatschule ""Evangelische Volksschule - Erlebnisschule"" des Evangelischen Schulwerks A.B. Wien, Maria Enzersdorf";2340;Mödling;Grenzgasse 111, Objekt 9/3;02236 /205 8 11;pvs.moedling-erlebnisschule@noeschule.at;www.erlebnisschule.net;APS $VS;
317331;"Private Volksschule des gemeinnützigen Vereins ""Libo-Montessori-Schule""";2344;Maria Enzersdorf;Barmhartstalweg 13;0664/3325314;pvs.moedling-libo-montessori@noeschule.at;;APS $VS;
317341;"Privatschule ""Haus der Sonne"" des Vereins ""Neue Wege Gumpoldskirchen""";2352;Gumpoldskirchen;Badener Straße 11;0650 / 71 00 637;;www.haus-der-sonne.at;APS $VS STS;
317351;Privatschule MOKIWE-Schule des Vereins MOKIWE Montessori KinderWerkstätte;2345;Brunn am Gebirge;Liechtensteinstraße 25;;;;APS $VS STS;
317418;Handelsakademie und Handelsschule des Fonds der Wiener Kaufmannschaft, Mödling;2340;Mödling;Maria Theresien-Gasse 25;02236/22289;hak.moedling@noeschule.at;www.moedling.vbs.ac.at;BBS K$S KHS KMS;
317428;"Handelsschule für Hochleistungssportler des Vereins ""Österreichisches Leistungssport Zentrum-Südstadt""";2344;Maria Enzersdorf;Johann-Steinböck-Straße 5;02236 / 26 833 - 601;hak.maria-enzersdorf@noeschule.at;;BBS K$S KMS KHS;
317437;Höhere technische Bundeslehr- und Versuchsanstalt Mödling;2340;Mödling;Technikerstraße 1-5;02236/408-0;htl.moedling@noeschule.at;htl.moedling.at;BBS T$S TMS THS KOLL;
317479;Höhere Bundeslehranstalt für wirtschaftliche Berufe Biedermannsdorf;2362;Biedermannsdorf;Perlasgasse 10;02236/71117-0;hlw.biedermannsdorf@noeschule.at;www.hlw-bmdf.ac.at;BBS W$S WMS WHS KOLL;
317489;Höhere Lehranstalten Mödling;2340;Mödling;Josef Hyrtl-Platz 3;02236/22205;hlm.moedling@noeschule.at;www.hla-moedling.at;BBS W$S WHS MODE;
317509;Schule für Sozialbetreuungsberufe mit Schwerpunkt Altenarbeit;2362;Biedermannsdorf;Perlasgasse 10;02236/71117-0;sob-bmdf@noeschule.at;www.hlw-bmdf.ac.at;BBS GES;
317810;Berufspädagogisches Institut der Österreichischen Jungarbeiterbewegung, Mödling;2340;Mödling;Dr. Bruno Buchwieser-Gasse 1;02236/232710;berpaed.moedling@noeschule.at;www.bpi.ac.at;PAI;
318011;Volksschule Breitenau am Steinfelde;2624;Breitenau am Steinfelde;Kirchenplatz 9;02635/63253;vs.breitenau@noeschule.at;www.school4you.at/2624/vsbreitenau;APS $VS;
318012;Hauptschule Aspang-Markt;2870;Aspang-Markt;Roseggergasse 3;02642/52397;hs.aspang-markt@noeschule.at;www.hsaspang.ac.at;APS $HS PTS;
318013;Allgemeine Sonderschule Gloggnitz;2640;Gloggnitz;Schulgasse 4;02662/42756;aso.gloggnitz@noeschule.at;Http://spzgloggnitz.ac.at;APS $AS SPZ;
318015;Landesberufsschule Neunkirchen;2620;Neunkirchen;Triester Straße 67;02635/65386;office@lbsneunkirchen.ac.at;www.lbsneunkirchen.ac.at;BPS BRS;
318016;Bundesgymnasium und Bundesrealgymnasium Neunkirchen;2620;Neunkirchen;Otto Glöckel-Weg 2;02635/62674-0;bg.neunkirchen@noeschule.at;www.bgneunkirchen.ac.at;AHS GYM;
318022;Hauptschule Edlitz;2842;Edlitz;Markt 12;02644/6011;hs.edlitz@noeschule.at;www.members.aon.at/hs_edlitz;APS $HS;
318023;Allgemeine Sonderschule Neunkirchen;2620;Neunkirchen;Dittrichgasse 12;02635/62005;aso.neunkirchen@noeschule.at;www.asoneunkirchen.ac.at;APS $AS SPZ;
318024;Polytechnische Schule Ternitz;2630;Ternitz;Forstnerweg 10;02630/38179;pts.ternitz@noeschule.at;www.pts.ternitz.at;APS PTS;
318025;Bundesberufsschule Gerasdorf;2731;Gerasdorf/Steinfeld;Puchberger Straße 1-2;02638/77431-630;318025@aon.at;;BPS BRS;
318026;Gymnasium und Realgymnasium Sachsenbrunn;2880;Kirchberg/Wechsel;Außen 52;02641/2202;gym.sachsenbrunn@noeschule.at;www.sachsenbrunn.at;AHS GYM;
318031;Volksschule Edlitz;2842;Edlitz;Markt 12;02644/7245;vs.edlitz@noeschule.at;;APS $VS;
318032;Hauptschule Gloggnitz;2640;Gloggnitz;Schulgasse 1;02662/423970;hs.gloggnitz@noeschule.at;www.shsgloggnitz.at;APS $HS PTS;
318036;Bundesoberstufenrealgymnasium Ternitz;2630;Ternitz;Straße d. 12. Februar 23;02630/35052;gym.ternitz@noeschule.at;www.orgternitz.at;AHS ORG;
318041;Volksschule Feistritz am Wechsel;2873;Feistritz am Wechsel;Nr. 125;02641/2167;vs.feistritz-wechsel@noeschule.at;;APS $VS;
318042;Neue Niederösterreichische Mittelschule Grünbach am Schneeberg;2733;Grünbach am Schneeberg;Schulgasse 12;02637/2269-20;hs.gruenbach-schneeberg@noeschule.at;www.ems-gruenbach.at;APS $HS NMS;
318043;Allgemeine Sonderschule Ternitz;2630;Ternitz;Stapfgasse 1;02630/37121;aso.ternitz@noeschule.at;www.asoternitz.ac.at;APS $AS $HS;
318051;Volksschule Gloggnitz;2640;Gloggnitz;Schulgasse 1;02662/42297;vs.gloggnitz@noeschule.at;www.vs-gloggnitz;APS $VS;
318053;Allgemeine Sonderschule Aspang-Markt;2870;Aspang-Markt;Schulgasse 26;02642/51155;aso.aspang@noeschule.at;;APS $AS SPZ;
318061;Volksschule Grafenbach - St. Valentin;2632;Grafenbach;Schulstraße 13;02630/37120;vs.stvalentin-grafenbach@noeschule.at;www.vsgrafenbach.ac.at;APS $VS;
318062;Neue Niederösterreichische Mittelschule Neunkirchen, Augasse;2620;Neunkirchen;Augasse 7;02635/62357;hs.neunkirchen-augasse@noeschule.at;members.aon.at/hauptschule-augasse;APS $HS NMS;
318063;Allgemeine Sonderschule Pitten;2823;Pitten;Auf der Schmelz 62;02627/85191;aso.pitten@noeschule.at;;APS $AS;
318071;Volksschule Grimmenstein;2840;Grimmenstein;Schulgasse 1;02644/7272;vs.grimmenstein@noeschule.at;;APS $VS;
318072;Hauptschule Neunkirchen, Schoellerstraße;2620;Neunkirchen;Schoellerstraße 7;02635/62668;hs.neunkirchen-schoellerstrasse@noeschule.at;www.hsneunkirchen-schoeller.ac.at;APS $HS;
318073;Allgemeine Sonderschule Kirchberg am Wechsel;2880;Kirchberg am Wechsel;Markt 300;02641/6816;aso.kirchberg-wechsel@noeschule.at;;APS $AS;
318081;Volksschule Grünbach am Schneeberg;2733;Grünbach am Schneeberg;Schulgasse 12;02637/2269-10;vs.gruenbach-schneeberg@noeschule.at;;APS $VS;
318082;Hauptschule Payerbach;2650;Payerbach;Schulgasse 11;02666/52476;hs.payerbach@noeschule.at;www.hs-payerbach.at;APS $HS;
318083;Allgemeine Sonderschule Grünbach am Schneeberg;2733;Grünbach am Schneeberg;Schulgasse 12;02637/2269-30;aso.gruenbach-schneeberg@noeschule.at;;APS $AS;
318092;Neue Niederösterreichische Mittelschule Pitten;2823;Pitten;Auf der Schmelz 62;02627/85195;hs.pitten@noeschule.at;nms-pitten.ac.at;APS $HS NMS;
318102;Neue Niederösterreichische Mittelschule Ternitz, Pottschach;2630;Ternitz;Pottschach, Franz Samwald-Straße 25;02630/37307;hs.pottschach@noeschule.at;www.nms-pottschach.com;APS $HS NMS;
318112;Neue Niederösterreichische Mittelschule Puchberg am Schneeberg;2734;Puchberg am Schneeberg;Burggasse 13;02636/3110;hs.puchberg-schneeberg@noeschule.at;www.hspuchberg.ac.at;APS $HS NMS;
318121;Volksschule Höflein an der Hohen Wand;2732;Höflein an der Hohen Wand;Ortsstraße 2;02620/2385;vs.hoeflein-hohewand@noeschule.at;www.vs-hoeflein.at;APS $VS;
318122;Hauptschule Reichenau an der Rax;2651;Reichenau an der Rax;Herzog Otto-Straße 7;02666/52880;hs.reichenau@noeschule.at;;APS $HS PTS;
318132;Neue Niederösterreichische Mittelschule Scheiblingkirchen - Thernberg;2831;Scheiblingkirchen;Schulgasse 100;02629/2308;hs.scheiblingkirchen@noeschule.at;hs.scheiblingkirchen.at;APS $HS NMS;
318141;Volksschule Kirchberg am Wechsel;2880;Kirchberg am Wechsel;Markt 300;02641/2640;vs.kirchberg-wechsel@noeschule.at;www.vskirchberg-wechsel.at;APS $VS;
318142;Neue Niederösterreichische Mittelschule Ternitz;2630;Ternitz;Friedrich Lichtenwörther-Gasse 1;02630/38718;hs.ternitz@noeschule.at;www.hsternitz.ac.at;APS $HS NMS;
318152;Hauptschule Kirchberg am Wechsel;2880;Kirchberg am Wechsel;Markt 106;02641/6100;hs.kirchberg-wechsel@noeschule.at;;APS $HS;
318161;Volksschule Mönichkirchen;2872;Mönichkirchen;Nr. 82;02649/219;vs.moenichkirchen@noeschule.at;;APS $VS;
318162;Hauptschule Schwarzau im Gebirge;2662;Schwarzau im Gebirge;Markt 29;02667/249;hs.schwarzau-gebirge@noeschule.at;;APS $HS;
318172;Hauptschule Zöbern;2871;Zöbern;Schulstraße 1;02642/8247;hs.zoebern@noeschule.at;www.hszoebern.ac.at;APS $HS;
318181;Volksschule Neunkirchen, Mühlfeld;2620;Neunkirchen;Mühlfeldstraße 4;02635/62415;vs.neunkirchen-muehlfeld@noeschule.at;www.vsmuehlfeld.ac.at/;APS $VS;
318191;Volksschule Neunkirchen, Steinfeld;2620;Neunkirchen;Dittrichstraße 12;02635/62768;vs.neunkirchen-steinfeld@noeschule.at;vssteinfeld.at;APS $VS;
318201;Volksschule Aspang-Markt, Oberaspang;2870;Aspang-Markt;Schulgasse 26;02642/52450;vs.oberaspang@noeschule.at;;APS $VS;
318211;Volksschule Otterthal;2880;Otterthal;Nr. 1;02641/8680;vs.otterthal@noeschule.at;;APS $VS;
318221;Volksschule Payerbach;2650;Payerbach;Schulgasse 11b;02666/52315;vs.payerbach@noeschule.at;;APS $VS;
318231;Volksschule Neunkirchen, Peisching;2620;Neunkirchen;Peisching, Am Mühlbach 13;02635/63182;vs.neunkirchen-peisching@noeschule.at;;APS $VS;
318251;Volksschule Pitten;2823;Pitten;Auf der Schmelz 62;02627/85192;vs.pitten@noeschule.at;www.vspitten.ac.at;APS $VS;
318261;Volksschule Ternitz, Pottschach;2630;Ternitz;Pottschach, Franz Samwald-Straße 27;02630/38334;vs.ternitz-pottschach@noeschule.at;www.musik-vs-pottschach.ternitz.at;APS $VS;
318291;Volksschule Puchberg am Schneeberg;2734;Puchberg am Schneeberg;Burggasse 11;02636/3330;vs.puchberg-schneeberg@noeschule.at;www.vspuchberg.ac.at;APS $VS;
318321;Volksschule St. Egyden am Steinfeld;2731;St. Egyden am Steinfeld;Kirchenplatz 7;02638/77807;vs.stegyden-steinfeld@noeschule.at;www.vsstegyden-steinfeld.ac.at;APS $VS;
318331;Volksschule Ternitz, St. Lorenzen;2620;Ternitz;St. Lorenzen, Liechtingergasse 2;02630/37593;vs.ternitz-stlorenzen@noeschule.at;;APS $VS;
318351;Volksschule Scheiblingkirchen - Thernberg, Scheiblingkirchen;2831;Scheiblingkirchen;Schulgasse 100;02629/3286;vs.scheiblingkirchen@noeschule.at;;APS $VS;
318361;Volksschule Schottwien;2641;Schottwien;Nr. 90;02663/8648;vs.schottwien@noeschule.at;;APS $VS;
318371;Volksschule Schwarzau im Gebirge;2662;Schwarzau im Gebirge;Markt 4;02667/214;vs.schwarzau-gebirge@noeschule.at;;APS $VS;
318381;Volksschule Schwarzau am Steinfeld;2625;Schwarzau am Steinfeld;Pittener Straße 94;02627/82542;vs.schwarzau-steinfelde@noeschule.at;;APS $VS;
318391;Volksschule Seebenstein;2824;Seebenstein;Schulallee 106;02627/47042;vs.seebenstein@noeschule.at;vsseebenstein.ac.at;APS $VS;
318418;Bundeshandelsakademie und Bundeshandelsschule Neunkirchen;2620;Neunkirchen;Schillergasse 10;02635/64110-0;hak.neunkirchen@noeschule.at;www.hakneunkirchen.schule.at;BBS K$S KMS KHS;
318421;Volksschule Ternitz, Stapfgasse;2630;Ternitz;Stapfgasse 1;02630/37502;vs.ternitz-stapfgasse@noeschule.at;www.vs-stapfgasse.ternitz.at;APS $VS;
318427;Werkmeisterschule für Berufstätige des WIFI der Kammer der gewerblichen Wirtschaft für NÖ, Neunkirchen;2620;Neunkirchen;Triesterstraße 63;;wms.neunkirchen@noeschule.at;;BBS T$S TWS;
318431;Volksschule Ternitz, Triester Straße;2630;Ternitz;Triester Straße 20;02630/38401;vs.ternitz-triesterstrasse@noeschule.at;www.vsternitz-triesterstrasse.ac.at;APS $VS;
318441;Volksschule Scheiblingkirchen - Thernberg, Thernberg;2832;Thernberg;Markt 5;02629/3588;vs.thernberg@noeschule.at;www.thernberg.at/schule.htm;APS $VS;
318449;Höhere Bundeslehranstalt für Tourismus;2680;Semmering;Hochstraße 32c;02664/8192-610;hlt.semmering@noeschule.at;www.tourismusschulen-semmering.at;BBS W$S WHS WMS TOUR;
318451;Volksschule Trattenbach;2881;Trattenbach;Nr. 76;02641/8730;vs.trattenbach@noeschule.at;;APS $VS;
318461;Volksschule Aspang-Markt, Unteraspang;2870;Aspang-Markt;Neugasse 2;02642/52395;vs.unteraspang@noeschule.at;http://vs-unter-aspang.schulweb.at/;APS $VS;
318471;Volksschule Wartmannstetten;2620;Wartmannstetten;Hafninger Straße 16;02635/63193;vs.wartmannstetten@noeschule.at;;APS $VS;
318481;Volksschule Wimpassing;2632;Wimpassing;Bundesstraße 36;02630/38719;vs.wimpassing@noeschule.at;;APS $VS;
318491;Volksschule Enzenreith, Wörth;2640;Enzenreith;Wörth 18;02662/42430;vs.enzenreith-woerth@noeschule.at;;APS $VS;
318501;Volksschule Würflach;2732;Würflach;Neunkirchner Straße 76;02620/2456;vs.wuerflach@noeschule.at;www.vs-wuerflach.at;APS $VS;
318511;Volksschule Zöbern;2871;Zöbern;Schulstraße 1;02642/8200;vs.zoebern@noeschule.at;;APS $VS;
318521;Volksschule Reichenau an der Rax;2651;Reichenauan der Rax;Schulgasse 23;02666/52235;vs.reichenau@noeschule.at;www.reichenau.at;APS $VS;
318531;Volksschule Ternitz, Kreuzäckergasse;2630;Ternitz;Kreuzäckergasse 9;02630/20468;vs.ternitz-kreuzaeckergasse@noeschule.at;www.vsternitz-kreuzaeckergasse.at;APS $VS;
318541;Privatschule “Schule am Orthof“ des “Montessori Vereins Rax“;2673;Breitenstein;Speckbacherstrasse 1;0664/73652554;pvs.rax-payerbach@noeschule.at;www.schule-am-orthof.blogspot.com;APS $VS;
318720;Landwirtschaftliche Fachschule Warth;2831;Warth;Aichhof 1;02629/2222;;;BBS LFS;
319011;Volksschule Altlengbach;3033;Altlengbach;Schulgasse 3;02774/2372;vs.altlengbach@noeschule.at;www.vsaltlengbach.ac.at;APS $VS;
319012;Neue Niederösterreichische Mittelschule Böheimkirchen;3071;Böheimkirchen;Hochfeldstraße 5;02743/2421;hs.boeheimkirchen@noeschule.at;www.hsboeheimkirchen.ac.at;APS $HS PTS NMS;
319013;Allgemeine Sonderschule Herzogenburg;3130;Herzogenburg;Kirchenplatz 6;02782/83170;aso.herzogenburg@noeschule.at;;APS $AS;
319014;Polytechnische Schule Neulengbach;3040;Neulengbach;Marktfeldstraße 310;02772/53902;pts.neulengbach@noeschule.at;www.ptsneulengbach.ac.at;APS PTS;
319021;Volksschule Asperhofen;3041;Asperhofen;Kirchenplatz 5;02772/58264;vs.asperhofen@noeschule.at;;APS $VS;
319022;Neue Niederösterreichische Mittelschule Eichgraben;3032;Eichgraben;Hauptstraße 44;02773/46313;hs.eichgraben@noeschule.at;;APS $HS NMS;
319023;Allgemeine Sonderschule Ober-Grafendorf;3200;Ober-Grafendorf;Schulstraße 6;02747/2640;aso.ober-grafendorf@noeschule.at;;APS $AS SPZ;
319026;Bundesoberstufenrealgymnasium Neulengbach;3040;Neulengbach;Sindelarstraße 440;02772 54189;borg.neulengbach@noeschule.at;www.borg-neulengbach.at;AHS ORG;
319031;Volksschule Böheimkirchen;3071;Böheimkirchen;Am Berg 4;02743/2404-11;vs.boeheimkirchen@noeschule.at;www.vsboeheimkirchen.ac.at;APS $VS;
319032;Hauptschule Grünau - Rabenstein an der Pielach;3202;Hofstetten;Grünau, Kirchenplatz 5;02723/8233;hs.gruenau-rabenstein@noeschule.at;www.hs-gruenau-rabenstein.at;APS $HS;
319041;Volksschule Brand - Laaben;3053;Laaben;Nr. 66;02774/8350;vs.brand-laaben@noeschule.at;www.vsbrand-laaben.ac.at;APS $VS;
319042;Hauptschule Herzogenburg;3130;Herzogenburg;Schillerring 19;02782/83395;hs.herzogenburg@noeschule.at;www.hsherzogenburg.ac.at;APS $HS;
319043;Allgemeine Sonderschule Traismauer;3133;Traismauer;Stollhofener Hauptstraße 37;02783/6321;aso.traismauer@noeschule.at;;APS $AS SPZ;
319044;Polytechnische Schule Herzogenburg;3130;Herzogenburg;Schillerring 19;02782/84071;pts.herzogenburg@noeschule.at;www.ptsherzogenburg.ac.at;APS PTS;
319051;Volksschule Eichgraben;3032;Eichgraben;Hauptstraße 44;02773/42460;vs.eichgraben@noeschule.at;;APS $VS;
319052;Hauptschule Kirchberg an der Pielach;3204;Kirchberg an der Pielach;Schulgasse 6;02722/7229;hs.kirchberg-pielach@noeschule.at;www.hskirchberg-pielach.ac.at/;APS $HS;
319053;Allgemeine Sonderschule Wilhelmsburg;3150;Wilhelmsburg;Penknergasse 3;02746/2552-41;spz.wilhelmsburg@noeschule.at;www.spzwilhelmsburg.ac.at;APS $AS SPZ;
319061;Volksschule Kasten bei Böheimkirchen, Fahrafeld;3071;Fahrafeld bei Kasten;Nr. 32;02744/5618;vs.fahrafeld@noeschule.at;;APS $VS;
319062;Neue Niederösterreichische Mittelschule Neulengbach;3040;Neulengbach;Marktfeldstraße 310;02772/53300;hs.neulengbach@noeschule.at;hsneulengbach.ac.at;APS $HS NMS;
319071;Volksschule Frankenfels;3213;Frankenfels;Markt 13;02725/295;vs.frankenfels@noeschule.at;;APS $VS;
319072;Neue Niederösterreichische Mittelschule Ober-Grafendorf;3200;Ober-Grafendorf;Schulstraße 6;02747/2331;hs.ober-grafendorf@noeschule.at;;APS $HS NMS;
319073;Allgemeine Sonderschule Neulengbach, St. Christophen;3051;St. Christophen;Schulgasse 19;02772/53321;aso.stchristophen@noeschule.at;;APS $AS SPZ;
319074;Polytechnische Schule Kirchberg an der Pielach;3204;Kirchberg an der Pielach;Schulgasse 6;02722/7349;pts.kirchberg-pielach@noeschule.at;www.ptskirchberg-pielach.ac.at;APS PTS;
319081;Volksschule Traismauer, Gemeinlebarn;3133;Gemeinlebarn;Schulstraße 7;02276/2315;vs.gemeinlebarn@noeschule.at;;APS $VS;
319082;Hauptschule Wölbling;3124;Oberwölbling;Oberer Markt 15;02786/2245;hs.woelbling@noeschule.at;www.hswoelbling.ac.at;APS $HS;
